emp_no,first_name,last_name,title,from_date,to_date
273565,DeForest,Billawala,Engineer,1985-07-22,1985-09-09
273678,Gro,Cronau,Senior Staff,1985-07-24,9999-01-01
273687,Bouchung,Beidas,Assistant Engineer,1985-10-14,1994-10-14
273711,Kensyu,Rodier,Staff,1985-05-29,1992-05-29
273758,DAIDA,Peltason,Senior Staff,1985-05-16,1990-02-01
273773,Fan,Seuren,Staff,1985-09-26,1992-09-26
273795,Jianhao,Lorho,Senior Engineer,1985-07-13,9999-01-01
273881,Stamatina,Klerer,Technique Leader,1985-09-05,9999-01-01
273902,Mabhin,Feldmann,Engineer,1985-06-20,1992-06-20
273918,Mario,Samarati,Staff,1985-10-06,1994-10-06
273925,Bilhanan,Cheshire,Staff,1985-10-20,1991-10-20
273972,Danae,Conta,Senior Engineer,1985-07-16,9999-01-01
273981,Gunilla,Bratsberg,Senior Engineer,1985-04-15,9999-01-01
273997,Yechiam,Braunschweig,Staff,1985-12-16,1994-12-16
274066,Navin,Aloisi,Staff,1985-05-11,1994-05-11
274118,Kinh,Srimani,Staff,1985-12-16,1992-12-16
274254,Sushant,Saoudi,Engineer,1985-11-17,1994-11-17
274346,Sadun,Plessier,Engineer,1985-10-15,1991-10-15
274440,Mahmut,Valette,Assistant Engineer,1985-11-21,1994-11-21
274496,Danae,Boguraev,Technique Leader,1985-07-15,9999-01-01
274534,Freyja,McClurg,Engineer,1985-08-19,1991-08-19
274585,Aleksandar,Itzfeldt,Staff,1985-02-27,1993-02-27
274586,Masali,Rodite,Staff,1985-09-05,1990-09-05
274735,Noritoshi,Haldar,Senior Staff,1985-03-02,9999-01-01
274760,Goh,Prampolini,Engineer,1985-09-29,1993-09-29
274809,Taiji,Jayawardene,Engineer,1985-03-07,1994-03-07
274817,Sastry,Hainaut,Engineer,1985-11-19,1993-11-19
274833,Chikako,Krohm,Senior Engineer,1985-03-04,9999-01-01
274898,Qiwen,Deyuan,Engineer,1985-08-19,1994-08-19
274903,Fusako,Crooks,Staff,1985-08-24,1991-08-24
274971,Alper,Kitsuregawa,Engineer,1985-09-17,1990-09-17
274985,Alagu,Emmerich,Senior Engineer,1985-07-17,9999-01-01
275107,Hauke,Fiebach,Senior Engineer,1985-12-30,1990-07-07
275110,Pradeep,McConalogue,Engineer,1985-11-10,1990-11-10
275252,Candida,Murtagh,Engineer,1985-08-13,1994-08-13
275257,Kasidit,Yavatkar,Engineer,1985-08-26,1990-08-26
275281,Nadjib,Veevers,Staff,1985-02-11,1991-02-11
275288,Sadegh,Sommen,Staff,1985-10-08,1993-10-08
275296,Halsur,Francisci,Engineer,1985-05-21,1988-09-01
275334,Gio,Fordan,Engineer,1985-06-21,1992-06-21
275337,Ortrud,Matzke,Engineer,1985-03-16,1994-03-16
275372,Xuejia,Danecki,Engineer,1985-10-30,1992-10-30
275533,Takanari,Muhling,Staff,1985-05-28,1991-05-28
275568,Uwe,Bottner,Engineer,1985-04-12,1991-04-12
275703,Panayotis,Unni,Senior Engineer,1985-08-23,9999-01-01
275721,Shigeichiro,Farrar,Engineer,1985-09-07,1993-09-07
275735,Chinya,Compeau,Staff,1985-12-11,1991-12-11
275754,Debatosh,Rosaz,Staff,1985-06-29,1992-06-29
275755,Yagil,Comyn,Staff,1985-03-31,1993-03-31
275811,Sailaja,McAlpine,Assistant Engineer,1985-05-19,1992-05-19
276034,Chinhyun,Pero,Engineer,1985-06-05,1993-06-05
276053,True,Lyonns,Staff,1985-06-06,1992-06-06
276054,Manohar,Gils,Engineer,1985-12-12,1994-12-12
276074,Niranjan,Penz,Staff,1985-10-24,1994-10-24
276178,Jacqueline,Gerlach,Engineer,1985-08-18,1990-08-18
276293,Munehiko,Covnot,Staff,1985-04-16,1990-04-16
276294,Indrajit,Gecsei,Technique Leader,1985-12-01,9999-01-01
276389,Van,Hofman,Staff,1985-03-11,1989-05-23
276455,Remko,Awdeh,Staff,1985-04-26,1990-04-26
276502,Indrajit,Segond,Staff,1985-06-15,1993-06-15
276626,Baruch,Aseltine,Engineer,1985-07-19,1991-07-19
276627,Dzung,Tempesti,Staff,1985-10-19,1990-10-19
276670,Vasilis,Hegner,Engineer,1985-09-22,1994-09-22
276733,Sungwon,Schonegge,Staff,1985-05-30,1990-05-30
276739,Nevio,Birta,Staff,1985-11-22,1994-11-22
276786,Arvind,Domenig,Staff,1985-12-22,1990-12-22
276844,Elzbieta,Peltason,Senior Staff,1985-11-27,9999-01-01
276898,Cristinel,Chaudhury,Engineer,1985-03-30,1991-03-30
276954,Shahaf,Matteis,Staff,1985-09-10,1989-08-09
276993,Rasikan,Macedo,Technique Leader,1985-08-12,2001-01-30
277038,Ottavia,Oberman,Engineer,1985-10-25,1990-10-25
277274,Uli,Peternell,Staff,1985-09-07,1991-09-07
277276,Marsha,Figueira,Engineer,1985-07-15,1992-07-15
277348,Raimond,Parhami,Senior Engineer,1985-08-10,1996-12-05
277383,Marie,Muchinsky,Engineer,1985-12-21,1993-11-11
277655,Kien,Setia,Technique Leader,1985-03-06,9999-01-01
277661,Hilari,Bednarek,Engineer,1985-05-05,1994-05-05
277707,Oguz,Muntz,Engineer,1985-12-18,1990-09-23
277784,Jacqueline,Pfau,Engineer,1985-06-15,1993-06-15
277928,Uma,Pettey,Engineer,1985-12-26,1991-12-26
277932,Rimli,Xiaoshan,Senior Engineer,1985-05-10,1988-12-01
278024,Guangming,Sridhar,Staff,1985-05-01,1990-05-01
278041,Kristian,Bolotov,Senior Engineer,1985-12-24,9999-01-01
278053,Bernardo,Heystek,Engineer,1985-07-02,1994-07-02
278075,Akeno,Soicher,Staff,1985-02-08,1991-02-08
278123,Shaibal,Hinsberger,Engineer,1985-12-03,1994-12-03
278134,Sorina,Crouzet,Senior Staff,1985-10-19,9999-01-01
278177,Moni,Percebois,Staff,1985-08-10,1994-08-10
278257,Mona,Beutelspacher,Engineer,1985-02-01,1990-02-01
278357,Vishv,Ullian,Senior Staff,1985-08-09,1991-06-02
278413,Seshu,Fasbender,Technique Leader,1985-03-24,9999-01-01
278445,Kamakshi,Improta,Staff,1985-07-07,1992-07-07
278486,Aiichiro,Maraist,Staff,1985-06-19,1990-06-19
278689,Itzchak,Terkki,Engineer,1985-08-06,1992-08-06
278736,Shahar,Glinert,Senior Staff,1985-09-23,2001-03-23
278771,Mikhail,Henders,Staff,1985-11-28,1990-11-28
278806,Kwee,Erdmenger,Senior Engineer,1985-02-13,2000-07-08
278809,Kirk,Grospietsch,Staff,1985-06-02,1992-06-02
278873,Qunsheng,Vecchio,Technique Leader,1985-11-28,9999-01-01
278894,Chinhyun,Sethi,Staff,1985-04-07,1991-04-07
278970,Jordanka,Pfau,Staff,1985-03-26,1991-03-26
279003,Chinhyun,Hofting,Senior Engineer,1985-02-23,9999-01-01
279057,Florina,Sanella,Staff,1985-03-24,1990-03-24
279064,Stella,Flanders,Engineer,1985-03-17,1990-03-17
279187,Karsten,Millington,Staff,1985-06-21,1994-06-21
279207,Zorica,Birch,Engineer,1985-05-11,1993-05-11
279300,Tomokazu,Bondorf,Assistant Engineer,1985-03-26,1990-03-26
279349,Cullen,Shanbhogue,Engineer,1985-12-28,1992-12-28
279397,Elvis,Karcich,Staff,1985-11-23,1994-11-23
279404,Gladys,Litvinov,Staff,1985-10-20,1991-10-20
279432,Huican,Lampe,Engineer,1985-06-26,1990-06-26
279436,Fun,Setiz,Senior Engineer,1985-08-03,9999-01-01
279477,Moon,Kalsbeek,Senior Staff,1985-04-28,9999-01-01
279484,Yunming,Famili,Staff,1985-08-04,1991-08-04
279511,Tsuneo,Rahier,Engineer,1985-10-18,1991-10-18
279611,Pranav,Perry,Staff,1985-11-05,1992-11-05
279630,Vasilis,Redmiles,Senior Staff,1985-08-12,2002-01-22
279691,Peternela,Lindenbaum,Senior Staff,1985-04-20,9999-01-01
279762,Rildo,Bael,Senior Staff,1985-03-23,9999-01-01
279763,Marke,Lipner,Senior Engineer,1985-12-12,9999-01-01
279765,Rosine,Ranta,Staff,1985-12-25,1990-12-25
279808,Tooru,Dolinsky,Engineer,1985-05-08,1992-05-08
279875,KayLiang,Kornyak,Staff,1985-04-26,1993-04-26
279894,Sudharsan,Masand,Staff,1985-02-28,1990-02-28
279926,Shaowen,Anido,Engineer,1985-07-22,1993-07-22
279969,Gila,Winter,Engineer,1985-07-09,1987-08-16
279976,Youjian,Slutz,Senior Staff,1985-09-19,1986-04-15
279996,Zejun,Lampe,Engineer,1985-08-20,1993-08-20
280025,Kazunori,Bernardeschi,Staff,1985-05-22,1991-05-22
280088,Iara,Llado,Staff,1985-10-04,1990-10-04
280137,Cullen,Ruther,Technique Leader,1985-07-12,9999-01-01
280169,Aimee,Sherertz,Engineer,1985-05-30,1991-05-30
280187,Dipankar,Ducloy,Engineer,1985-11-24,1991-11-24
280220,Hailing,Pollock,Staff,1985-03-17,1994-03-17
280231,Anestis,Kleiser,Staff,1985-06-30,1987-03-16
280238,Aria,Rodier,Assistant Engineer,1985-03-12,1991-03-12
280264,Diederik,Wilharm,Engineer,1985-06-07,1990-06-07
280353,Cheong,Sooriamurthi,Engineer,1985-02-19,1992-02-20
280370,Mayuko,Vesel,Engineer,1985-03-21,1994-03-21
280441,Fatemeh,Guting,Engineer,1985-10-31,1988-06-14
280517,Aris,Henders,Engineer,1985-12-15,1994-12-15
280573,Kirk,Compeau,Engineer,1985-06-28,1991-05-17
280609,Elrique,Khasidashvili,Engineer,1985-12-23,1992-12-23
280670,Premsyl,Hitomi,Staff,1985-05-11,1993-05-11
280681,Nahum,Braccini,Senior Engineer,1985-05-12,9999-01-01
280699,Elvis,Krychniak,Senior Engineer,1985-06-07,9999-01-01
280729,Shuho,Pearson,Engineer,1985-04-05,1991-04-05
280759,Vitali,Brodal,Senior Staff,1985-04-22,1989-10-29
280760,Rafail,Klassen,Engineer,1985-04-23,1993-04-23
280860,Gudjon,Syang,Staff,1985-12-25,1993-12-25
280933,Jianhao,Dalphin,Staff,1985-09-29,1991-09-29
280941,Taisook,Furudate,Senior Engineer,1985-03-08,9999-01-01
280949,Make,Setiz,Engineer,1985-04-24,1994-04-24
281042,Leaf,Makinen,Engineer,1985-02-27,1991-02-27
281070,Chenye,Shanbhogue,Staff,1985-11-06,1992-11-06
281093,Anyuan,Legleitner,Engineer,1985-04-23,1992-04-23
281116,Kazuhira,Syrotiuk,Engineer,1985-05-05,1994-05-05
281150,Masanao,Lichtner,Senior Staff,1985-04-11,9999-01-01
281249,Sudharsan,Hasham,Staff,1985-04-28,1992-04-28
281268,Yinlin,Assaf,Senior Staff,1985-02-06,9999-01-01
281277,Moheb,Pramanik,Senior Staff,1985-07-05,1986-06-04
281347,Lakshmi,Luby,Engineer,1985-12-27,1992-12-27
281358,Kamran,Poupard,Technique Leader,1985-06-23,9999-01-01
281414,Giri,Kusakari,Staff,1985-12-11,1991-12-11
281467,Gennady,Brandsma,Senior Staff,1985-03-16,9999-01-01
281483,Cathie,Wossner,Senior Engineer,1985-02-07,9999-01-01
281518,Ghassan,Heering,Staff,1985-09-12,1992-09-12
281519,Mingzeng,Bruckman,Engineer,1985-03-24,1992-03-24
281540,Karoline,Gelosh,Staff,1985-12-17,1994-12-17
281628,Vasilii,Peck,Engineer,1985-02-18,1992-02-19
281697,Nirmal,Rusterholz,Staff,1985-07-10,1990-07-10
281760,Fumiyo,Cronau,Staff,1985-02-03,1993-02-03
281864,Howell,Dymetman,Engineer,1985-08-26,1993-08-26
281977,Lakshmi,Butterworth,Assistant Engineer,1985-05-10,1990-03-05
282002,Franziska,Eickenmeyer,Staff,1985-03-24,1994-03-24
282018,Xuejia,Luef,Engineer,1985-06-11,1992-06-11
282036,Oguz,Ranum,Staff,1985-08-07,1992-08-07
282112,Elgin,Peot,Engineer,1985-06-09,1992-06-09
282128,Shrikanth,Schoegge,Engineer,1985-02-10,1993-02-10
282348,Saddek,Oxenboll,Technique Leader,1985-11-19,9999-01-01
282459,Rasiah,McFarlin,Engineer,1985-11-10,1991-11-10
282508,Juyoung,Merel,Assistant Engineer,1985-05-04,1993-05-04
282519,Boguslaw,Sundgren,Engineer,1985-06-28,1993-06-28
282540,Randi,Marakhovsky,Staff,1985-03-24,1990-03-24
282638,Sangeeta,DeMori,Senior Staff,1985-04-19,9999-01-01
282705,Piyush,Pulkowski,Senior Engineer,1985-04-05,9999-01-01
282776,Kenroku,Angelopoulos,Staff,1985-04-07,1994-04-07
282817,Kazuhito,Kilgore,Staff,1985-08-05,1990-08-05
282838,Toong,Adachi,Staff,1985-07-30,1990-07-30
282943,Ziyad,Feldmann,Senior Staff,1985-12-22,9999-01-01
283003,Kotesh,Pollock,Senior Staff,1985-11-09,9999-01-01
283026,Khaled,Hegner,Engineer,1985-08-03,1991-08-03
283027,Radoslaw,Parfitt,Senior Engineer,1985-04-21,9999-01-01
283059,Kshitij,Bade,Engineer,1985-02-24,1991-02-24
283071,Limsoon,Yeung,Senior Engineer,1985-02-03,9999-01-01
283153,Kwangjo,Klyachko,Staff,1985-06-01,1990-06-01
283237,Yinlin,Erdmenger,Engineer,1985-07-16,1992-07-16
283349,Elgin,Zolotykh,Engineer,1985-03-15,1994-03-15
283386,Dines,Calkin,Staff,1985-10-28,1991-10-28
283454,Debatosh,Massonet,Staff,1985-02-10,1994-02-10
283649,Maren,Frolund,Engineer,1985-06-05,1994-06-05
283673,Tadanori,Litecky,Engineer,1985-05-09,1993-05-09
283724,Phuoc,Suri,Senior Engineer,1985-11-12,9999-01-01
283770,Takahira,Bale,Senior Engineer,1985-12-13,9999-01-01
283833,Nikolaos,Etalle,Engineer,1985-09-03,1994-09-03
283847,Fai,Barriga,Senior Staff,1985-04-29,9999-01-01
283972,Kwangho,Kenevan,Engineer,1985-03-08,1992-03-08
284028,Gererd,Engberts,Staff,1985-02-02,1994-02-02
284049,Nakhoon,Orlowska,Engineer,1985-08-05,1990-08-20
284073,Kazunori,Marakhovsky,Engineer,1985-08-04,1992-08-04
284146,Jouni,Peot,Engineer,1985-05-15,1990-05-15
284155,Xiping,Puppe,Engineer,1985-02-06,1994-02-06
284170,Panayotis,Morris,Technique Leader,1985-12-01,1988-11-17
284306,Katsuyuki,Birrer,Senior Engineer,1985-09-09,9999-01-01
284411,True,Lorin,Engineer,1985-06-25,1994-06-25
284454,Ravishankar,Leppanen,Engineer,1985-09-22,1991-09-22
284529,Berry,Danlos,Engineer,1985-12-08,1993-12-08
284559,Danny,Sooriamurthi,Assistant Engineer,1985-12-07,1992-12-07
284587,Basil,Siegrist,Engineer,1985-08-17,1990-08-17
284631,Alois,Kieras,Senior Staff,1985-07-28,9999-01-01
284654,Becky,Decleir,Technique Leader,1985-03-26,9999-01-01
284655,Mohd,Nanard,Senior Staff,1985-09-13,9999-01-01
284851,Valter,Genther,Engineer,1985-03-21,1991-03-21
284859,Alassane,Krogh,Engineer,1985-09-22,1994-09-22
284896,Tsuneo,Mateescu,Engineer,1985-12-26,1990-12-26
285065,Adas,Hitomi,Engineer,1985-08-08,1993-08-08
285073,Val,Matzen,Engineer,1985-03-23,1994-03-23
285115,Willard,Schlenzig,Senior Engineer,1985-08-02,1996-09-23
285150,Zejun,Chinal,Staff,1985-12-01,1990-12-01
285161,Lihong,Sommer,Senior Engineer,1985-07-28,9999-01-01
285207,Charmane,Seuren,Senior Engineer,1985-09-30,9999-01-01
285223,Alois,Pusterhofer,Engineer,1985-06-19,1990-06-19
285289,Takanari,Bahl,Senior Staff,1985-04-03,1999-11-27
285437,Toshiko,Jumpertz,Senior Staff,1985-10-21,9999-01-01
285470,Gill,Turnbull,Senior Staff,1985-09-25,9999-01-01
285491,Oguz,Conia,Staff,1985-04-29,1993-04-29
285551,Zita,Erie,Staff,1985-03-14,1992-03-14
285592,Kensyu,Beeson,Staff,1985-12-01,1992-12-01
285623,Kenroku,Haraldson,Staff,1985-07-31,1993-07-31
285741,Kitty,Raney,Staff,1985-09-20,1993-09-20
285749,Terresa,Jeong,Engineer,1985-11-20,1991-11-20
285765,Sivanarayana,Showalter,Senior Staff,1985-09-18,9999-01-01
285874,Reuven,Clouatre,Engineer,1985-06-23,1991-06-23
285900,Abdulah,Heystek,Senior Staff,1985-05-07,1987-08-29
286019,Fumiyo,Zeleznik,Engineer,1985-03-08,1989-03-16
286128,Eckart,Mitsuhashi,Staff,1985-04-05,1991-04-05
286143,Atreye,Botman,Senior Staff,1985-04-15,1990-08-26
286177,Lihong,Kumaresan,Staff,1985-08-10,1990-08-10
286212,Khoa,Krychniak,Staff,1985-10-17,1989-02-07
286218,Yoshimitsu,Decleir,Engineer,1985-02-10,1991-02-10
286221,Shahaf,Figueira,Staff,1985-06-10,1990-06-10
286249,Jeong,Blokdijk,Staff,1985-12-02,1994-12-02
286260,Suvo,Plotkin,Assistant Engineer,1985-04-03,1990-04-03
286315,Takanari,Fandrianto,Assistant Engineer,1985-06-07,1986-01-21
286347,Maya,Reistad,Engineer,1985-10-06,1993-10-06
286415,Kien,Horswill,Engineer,1985-04-11,1993-04-11
286439,Weicheng,Pfau,Engineer,1985-10-29,1992-10-29
286477,Kazuhiro,Speel,Staff,1985-07-11,1991-07-11
286485,Heeju,Wiegley,Staff,1985-05-24,1993-05-24
286562,Reuven,Azevdeo,Staff,1985-11-04,1993-11-04
286607,Gianluca,Reeker,Technique Leader,1985-10-10,9999-01-01
286733,Shem,Crouzet,Staff,1985-09-27,1990-09-27
286745,Baziley,Rajcani,Staff,1985-06-26,1992-06-26
286760,Sadun,Escriba,Senior Engineer,1985-06-06,9999-01-01
286832,Dharmaraja,Sadowsky,Senior Staff,1985-02-06,9999-01-01
286898,Susumu,Grabner,Engineer,1985-04-03,1994-04-03
286914,Nalini,Bierbaum,Staff,1985-11-17,1993-11-17
287015,Katsuo,Unno,Engineer,1985-04-27,1994-04-27
287042,Constantino,Schwartzbauer,Engineer,1985-10-26,1992-10-25
287107,Gao,Benzmuller,Engineer,1985-12-15,1991-12-15
287113,Joydip,Maliniak,Staff,1985-09-28,1990-09-28
287142,Cedric,McConalogue,Engineer,1985-03-24,1994-03-24
287158,Falguni,Nilsson,Staff,1985-03-17,1985-11-07
287167,Qunsheng,Toyoshima,Engineer,1985-12-23,1993-12-23
287237,Gully,Armand,Engineer,1985-06-17,1994-06-17
287302,Shawna,Tchuente,Staff,1985-07-22,1994-07-22
287518,Chinhyun,McConalogue,Staff,1985-05-11,1992-05-11
287605,Masanao,Hebden,Senior Engineer,1985-08-24,9999-01-01
287721,Nirmal,Emden,Staff,1985-11-06,1990-11-06
287776,Yuping,Tyugu,Engineer,1985-03-31,1991-03-31
287815,Huiqun,Rodham,Senior Engineer,1985-05-14,9999-01-01
287877,Duro,Trumbly,Assistant Engineer,1985-11-17,1990-11-17
287886,Boaz,Khalid,Staff,1985-04-19,1992-04-19
287901,Selwyn,Huxford,Senior Engineer,1985-04-22,9999-01-01
287947,Wanqing,Anily,Staff,1985-09-30,1990-09-30
287985,Uzi,Horswill,Staff,1985-02-20,1994-02-20
288202,Heekeun,Yavatkar,Staff,1985-05-15,1990-05-15
288335,Anyuan,Covnot,Assistant Engineer,1985-05-30,1989-07-01
288381,George,Schusler,Engineer,1985-03-22,1992-03-22
288384,Magy,Maksimenko,Engineer,1985-03-26,1992-03-26
288386,Insup,Hettesheimer,Engineer,1985-11-26,1994-11-26
288406,Wayne,Nannarelli,Technique Leader,1985-02-11,1991-10-25
288452,Aria,Wrigley,Staff,1985-04-16,1993-06-04
288491,Sverrir,Moffat,Engineer,1985-02-19,1993-02-19
288746,Leif,Morrin,Senior Engineer,1985-10-27,9999-01-01
288880,Chuanyi,Gammage,Engineer,1985-09-01,1993-09-01
288899,Shawna,Quadeer,Staff,1985-10-06,1991-10-06
288905,Kazuhito,Biran,Engineer,1985-08-13,1992-08-13
289042,Ayakannu,Shimshoni,Engineer,1985-02-20,1991-08-08
289153,Shigeichiro,Molenaar,Assistant Engineer,1985-07-19,1994-07-19
289350,Xudong,Kabayashi,Staff,1985-04-04,1992-04-04
289356,Yuqun,Kobuchi,Staff,1985-10-23,1994-10-23
289368,Yaghout,Zuberek,Engineer,1985-06-21,1990-06-21
289389,Adhemar,Suomi,Staff,1985-03-26,1990-03-26
289463,IEEE,Herbst,Senior Staff,1985-10-27,9999-01-01
289509,Deborah,Tanemo,Senior Staff,1985-05-08,9999-01-01
289554,Teruyuki,Piazza,Staff,1985-04-19,1992-04-19
289583,King,Rijsenbrij,Technique Leader,1985-03-15,9999-01-01
289613,Khalil,Narahara,Senior Engineer,1985-04-14,9999-01-01
289777,Margo,Lorys,Engineer,1985-06-22,1993-06-22
289782,Kazuyasu,Redmiles,Engineer,1985-08-24,1992-08-24
289878,Adam,Beznosov,Engineer,1985-10-02,1994-10-02
289942,Nathan,Rosar,Engineer,1985-11-21,1993-11-21
290029,Vincent,Auria,Senior Engineer,1985-04-24,1987-01-14
290107,Hinrich,Erva,Engineer,1985-07-19,1989-04-12
290158,Irena,Dredge,Assistant Engineer,1985-02-17,1990-02-17
290311,Serif,Godskesen,Senior Staff,1985-03-07,9999-01-01
290345,Henk,Neimat,Staff,1985-07-02,1994-07-02
290418,Djenana,Uludag,Technique Leader,1985-08-02,9999-01-01
290428,Supot,Flowers,Senior Staff,1985-12-28,9999-01-01
290491,Marsal,Vadhan,Staff,1985-06-24,1992-06-24
290644,Rasikan,Daescu,Engineer,1985-08-03,1990-08-03
290660,Cristinel,Vakili,Engineer,1985-08-10,1988-02-12
290716,Mohd,Kakkar,Engineer,1985-05-19,1993-05-19
290901,Fumitaka,Thombley,Engineer,1985-06-26,1987-05-09
290911,Dinah,Zolotykh,Engineer,1985-09-14,1994-09-14
290913,Tse,Lieberherr,Staff,1985-12-12,1992-07-06
290955,Leaf,Bakhtari,Engineer,1985-11-06,1990-02-22
291018,Roded,Bage,Technique Leader,1985-04-25,1997-02-20
291030,Licheng,Guenter,Senior Engineer,1985-06-13,9999-01-01
291071,Emran,Vendrig,Engineer,1985-05-03,1992-05-03
291084,Mokhtar,Reinhart,Engineer,1985-07-05,1992-07-05
291099,Heeju,Kranzdorf,Engineer,1985-10-23,1992-10-23
291116,Berni,Pocchiola,Staff,1985-09-27,1992-09-27
291216,Satoru,Einsfeld,Senior Engineer,1985-04-24,9999-01-01
291250,Samphel,Kalafatis,Staff,1985-12-22,1993-12-22
291451,Dietrich,Heydon,Senior Staff,1985-05-12,1999-04-02
291468,Zhongwei,Barreiro,Staff,1985-05-21,1993-05-21
291536,Chenyi,Binding,Senior Staff,1985-07-14,9999-01-01
291538,Torsten,Demizu,Engineer,1985-09-13,1991-09-13
291545,Zito,Magalhaes,Senior Engineer,1985-11-15,1990-10-08
291649,Arnould,Kruskal,Staff,1985-03-07,1993-03-07
291675,Dipayan,Stenning,Technique Leader,1985-07-03,9999-01-01
291713,Yishai,Wynblatt,Staff,1985-04-08,1994-04-08
291762,Adel,Paludetto,Senior Engineer,1985-11-30,9999-01-01
291823,Masami,Scharstein,Engineer,1985-02-25,1991-02-25
292020,Khosrow,Haumacher,Staff,1985-06-18,1991-06-18
292032,Herb,Siprelle,Staff,1985-06-18,1993-06-18
292038,Roddy,Muhling,Senior Engineer,1985-08-26,9999-01-01
292117,Houman,Mungall,Technique Leader,1985-04-22,9999-01-01
292130,Mariusz,Babu,Staff,1985-11-04,1990-11-04
292148,Reinhard,Melter,Senior Engineer,1985-11-15,9999-01-01
292177,Mohd,Sooriamurthi,Staff,1985-03-30,1991-03-30
292194,Lein,Hanratty,Senior Engineer,1985-10-25,9999-01-01
292208,Perry,Harbusch,Engineer,1985-09-18,1990-09-18
292235,Miyeon,McDermid,Staff,1985-08-21,1990-10-22
292244,Yinlin,Rettelbach,Engineer,1985-09-14,1993-09-14
292301,Maris,Barbanera,Assistant Engineer,1985-10-02,1992-10-02
292322,Adamantios,Colorni,Staff,1985-03-03,1993-03-03
292382,Remmert,Zallocco,Staff,1985-02-23,1990-02-23
292409,Marsja,Rouquie,Technique Leader,1985-12-28,1995-03-09
292415,Irena,Reinhart,Engineer,1985-11-15,1992-01-16
292457,Josyula,Erev,Engineer,1985-05-07,1992-05-07
292524,Gladys,Dayang,Assistant Engineer,1985-05-26,1991-05-26
292582,Nirmal,Bugrara,Engineer,1985-02-05,1992-02-06
292605,Hatem,Picaronny,Engineer,1985-07-01,1993-07-01
292624,Huiqun,Jiang,Staff,1985-05-30,1990-05-30
292643,Chriss,Eiter,Staff,1985-03-23,1990-03-23
292671,DeForest,Granlund,Staff,1985-04-24,1990-02-18
292765,Basant,Ginesta,Staff,1985-05-17,1991-05-17
292770,Zhilian,Alpay,Technique Leader,1985-05-24,9999-01-01
292800,Shigenori,Guerreiro,Assistant Engineer,1985-03-26,1991-03-26
292921,Weiru,Huhdanpaa,Engineer,1985-06-12,1990-06-12
292947,Vasilii,Krychniak,Engineer,1985-07-19,1994-07-19
292966,Larisa,Lanphier,Senior Engineer,1985-04-02,9999-01-01
292968,Sashi,Chaudhury,Engineer,1985-09-03,1993-09-03
292970,Xinyu,Strandh,Staff,1985-11-25,1994-11-25
292974,Jinpo,Sgarro,Staff,1985-03-18,1993-03-18
292978,Masali,Luiz,Engineer,1985-06-24,1992-06-24
293002,Basim,Antonisse,Engineer,1985-11-27,1991-11-27
293010,Nathan,Verhoeff,Technique Leader,1985-03-23,9999-01-01
293181,Shaibal,Stanfel,Staff,1985-08-08,1992-08-08
293259,Breannda,Petersohn,Engineer,1985-06-08,1993-06-08
293508,Sachin,Ranta,Engineer,1985-06-06,1993-06-06
293537,Quingbo,Chiodo,Staff,1985-10-12,1994-10-12
293559,Mingdong,Cools,Engineer,1985-07-10,1993-07-10
293576,Munehiro,Kragelund,Senior Engineer,1985-02-09,1994-10-30
293669,Yakichi,Bugrara,Engineer,1985-05-21,1991-05-21
293693,Tokuyasu,Baumann,Staff,1985-04-23,1993-04-23
293809,Jianhua,Michaeli,Engineer,1985-08-14,1990-07-07
293895,Satyanarayana,Chenney,Senior Staff,1985-09-21,9999-01-01
293905,Berni,Mateescu,Engineer,1985-12-17,1990-12-17
293986,Alselm,Melter,Engineer,1985-03-18,1993-03-18
293994,Zeljko,Schicker,Staff,1985-08-07,1991-08-07
294001,Changho,Waleschkowski,Technique Leader,1985-11-14,9999-01-01
294047,Arno,Ramsey,Engineer,1985-07-13,1990-07-13
294091,Roded,Siegrist,Engineer,1985-03-21,1991-03-21
294099,Denis,Cullers,Senior Engineer,1985-12-22,9999-01-01
294195,Arvind,Simkin,Engineer,1985-06-28,1993-06-28
294215,Zhongwei,Pappas,Senior Engineer,1985-08-09,1993-12-05
294219,Frazer,Remmele,Technique Leader,1985-12-01,9999-01-01
294338,Karsten,Openshaw,Engineer,1985-09-09,1991-09-09
294375,Ebru,Vandervoorde,Staff,1985-09-24,1991-07-05
294509,Emran,Beznosov,Engineer,1985-02-16,1993-02-16
294518,Berna,Rathonyi,Engineer,1985-10-26,1992-10-25
294697,Sarita,Eppinger,Engineer,1985-11-02,1990-11-02
294728,Sivanarayana,Erdmenger,Engineer,1985-04-17,1991-04-17
294733,Satyanarayana,Fabrizio,Engineer,1985-12-06,1994-12-06
294813,Giap,Khalid,Engineer,1985-09-04,1994-09-04
